id_a,fname,lookup
3694,michael,mick
3695,michelle,mickey
3696,mildred,milly
3697,monica,monnie
3699,robbie,bert
3700,robert,william
3701,rosie,roseanna
3702,sandra,alex
3703,sharon,sha
3704,shirley,lee
3706,thomas,tom
3708,virginia,virgy
3709,wilfred,willie
3710,william,robert
3711,william,bela
3712,william,fred
3713,thomas,thom
3714,heather,hetty
3716,otha,theotha
3717,william,bell
3718,david,dave
3719,jean,janet
3721,david,dave
3722,tammy,tamarra
3723,gloria,glory
3725,richard,dickie
3726,richard,dick
3728,mary,marsha
3729,andrew,drea
3730,larry,lorry
3731,mildred,milly
3732,richard,dicky
3734,carrie,carolyn
3735,pamela,pam
3737,james,jamie
3739,randy,randolph
3741,frank,franklin
3742,patricia,patsy
3743,judith,judi
3744,thomas,tom
3745,bob,dob
3746,maureen,mariah
3747,doris,dora
3748,edward,ed
3749,linda,lynn
3751,thomas,tommy
3752,jessica,jessie
3753,lois,louisa
3754,cheryl,sheryl
3755,peter,pat
3756,miranda,mira
3757,lisa,liz
3758,douglas,doug
3759,heather,hetty
3760,janet,jane
3761,justin,justus
3762,charity,chat
3763,nicole,cole
3766,sarah,sally
3768,amanda,manda
3769,billy,fred
3770,charles,charlie
3771,charles,chick
3772,charles,chuck
3774,dennis,denny
3775,elaine,lenora
3779,kimberly,kimberley
3780,lucy,lucius
3781,martha,marty
3782,mary,mercy
3785,stephen,stephie
3788,kristin,chris
3790,robert,fred
3791,theresa,thursa
3792,walter,wally
3793,ellen,lanna
3794,christina,kristy
3795,sharon,sha
3796,jerry,gerrie
3797,ora,ree
3798,calvin,vinny
3801,jeffrey,jeff
3802,linda,celinda
3803,stacy,anastasia
3805,roberta,birdie
3806,kim,kimberley
3807,melanie,mellie
3809,jay,jaap
3810,patrick,pate
3811,lisa,elisa
3812,abigail,gail
3813,sarah,sadie
3814,linda,rosalyn
3815,aaron,erin
3816,amy,amelia
3817,andrew,andy
3818,andrew,rea
3820,bart,mees
3821,basil,bazaleel
3822,bernie,berney
3823,beth,lib
3824,betty,libby
3825,betty,liza
3826,beverly,bev
3834,brenda,brandy
3835,brenda,brandy
3837,brian,bryan
3838,bryan,brian
3841,carol,carolann
3842,caroline,charlotte
3843,christina,christopher
3844,christopher,christina
3845,christopher,christina
3846,clarence,clair
3848,clifford,cliff
3849,clifford,cliff
3853,curtis,curt
3854,cynthia,cintha
3858,david,day
3859,donald,don
3860,doris,dora
3861,dorothy,dolly
3862,edwin,ned
3863,emma,emmy
3864,eric,derrick
3865,fate,lafayette
3866,gail,abigail
3873,james,jamie
3874,jamie,jem
3877,jim,jamie
3879,johnny,jonathan
3880,kathy,katy
3882,kenneth,kenny
3883,kimberly,kim
3885,larry,laurence
3886,linda,mel
3887,linda,mindy
3888,lloyd,floyd
3889,lucy,cindy
3890,mark,marcus
3891,mary,polly
3892,melinda,mel
3893,melissa,missy
3894,michael,mick
3895,michael,micky
3897,phillip,phil
3898,rebecca,beck
3902,ronald,ron
3903,roy,l.r.
3905,sandra,alexandra
3908,sharon,shay
3909,shirley,sherry
3911,steven,steve
3912,tammy,tamarra
3913,teresa,tess
3922,sharon,shay
3924,evelyn,eve
3925,leanne,lea
3928,matthew,matty
3930,brian,bryan
3932,patricia,patsy
3935,bryan,bryant
3937,phoebe,fifi
3938,claudia,claud
3940,robert,hob
3941,albert,delbert
3942,anthony,tony
3943,rita,margaret
3944,michael,micky
3946,charlie,carl
3947,charlie,chuck
3948,carol,carolann
3949,jeff,jefferson
3950,robert,william
3952,william,robert
3953,karen,karon
3954,jack,jacqueline
3956,michael,mick
3958,brady,brody
3959,jacob,jay
3960,laura,lawrence
3961,robert,bobby
3962,robert,rob
3965,mary,minnie
3966,lucy,lucia
3968,helen,elaine
3969,james,jamie
3971,william,billiewilhelm
3973,charles,carl
3974,pamela,pam
3975,patricia,trisha
3976,diana,dicey
3977,william,billy
3980,carole,carol
3984,penelope,penny
3985,nicholas,nickie
3986,frank,fran
3988,annie,nana
3989,arthur,art
3990,arthur,art
3991,debra,deb
3992,diane,didi
3994,john,johannes
3998,benjamin,bennie
3999,judith,judie
4000,frances,sis
4001,michael,micky
4002,beatrice,trisha
4003,jennifer,jenny
4005,christopher,chris
4006,connie,constance
4007,michael,micky
4008,michael,micah
4009,john,jack
4010,carol,carole
4011,ronald,naldo
4013,john,jonathan
4014,laura,lawrence
4015,daniel,dan
4016,rebecca,becca
4018,helen,elena
4020,alexander,sandra
4021,alexander,alex
4023,robin,bobby
4024,ken,mckenna
4025,lisa,melissa
4026,alice,lisa
4027,robert,willie
4028,charles,chick
4030,sandra,cassie
4033,curtis,curt
4034,jacob,jay
4035,pamela,pam
4036,teresa,terry
4038,michael,mick
4041,deborah,debra
4042,kenneth,ken
4043,lisa,milly
4044,beverly,bev
4045,charles,chick
4046,john,jonathan
4047,marjorie,margie
4049,myrtle,mert
4050,ted,edward
4051,wilma,william
4052,austin,augustus
4053,barbara,barby
4055,betty,bessie
4056,betty,lisa
4057,brian,bryan
4058,casey,k.c.
4059,daniel,danny
4061,diana,dicey
4062,james,jimmy
4063,james,jim
4064,james,jamie
4065,janice,jan
4066,jessica,jessie
4067,joe,joseph
4068,joe,jody
4069,john,nathan
4070,kimberly,kimberley
4071,lois,heloise
4072,marie,maureen
4073,phillip,philip
4074,regina,reggie
4077,richard,dickie
4078,roy,l.r.
4079,timothy,tim
4080,wendy,wen
4081,katherine,lena
4082,charles,carl
4083,david,dave
4084,edgar,eddie
4085,sarah,sally
4090,thomas,thom
4091,david,davey
4092,rita,margarita
4093,anna,vannie
4094,amy,mel
4095,audrey,dee
4096,sandra,drina
4097,larry,lorry
4098,marion,minnie
4100,laurie,lauren
4101,peter,paddy
4102,ernie,ernestine
4103,sharon,shay
4105,betty,liza
4106,arlene,lena
4107,arlene,arly
4108,ryan,ry
4110,billy,bill
4111,doris,dora
4112,jay,jaap
4113,marie,marion
4115,wallace,wally
4116,yvonne,vonna
4120,connie,constance
4121,robert,william
4122,aaron,erin
4123,albert,alex
4124,albert,bert
4126,andy,drew
4127,angela,jane
4128,angela,angie
4129,arnold,arnie
4132,belle,linda
4133,belle,arry
4135,bobby,rodger
4138,brenda,brandy
4139,brittany,britt
4143,casey,k.c.
4144,catherine,lena
4145,charles,carl
4146,chris,christina
4147,christy,christiana
4149,clifford,cliff
4150,clifford,ford
4155,daniel,danny
4156,daniel,danny
4157,daniel,danny
4160,david,davey
4162,dennis,denise
4163,dennis,denny
4164,diana,di
4165,diana,di
4166,donald,donnie
4167,doris,dora
4168,doris,dora
4169,douglas,doug
4173,ella,helen
4176,estelle,essy
4177,eugene,gene
4178,evan,vangie
4181,flora,flo
4187,gerald,geraldine
4195,horace,horry
4197,hubert,hugh
4199,iva,ivy
4202,jack,jackson
4204,jacqueline,jack
4205,james,jimmie
4206,james,jimmy
4207,james,jim
4208,james,jimmie
4209,james,jimmy
4210,james,jem
4211,james,jamie
4212,janet,jessie
4215,jeannie,jeanne
4217,jess,janet
4219,jimmy,jim
4220,joan,jo
4221,john,ian
4222,joshua,jos
4223,juanita,nita
4224,judy,juda
4225,julie,julia
4226,kathleen,kittie
4227,kathryn,kathy
4228,kathy,lena
4230,kristy,ann
4231,larry,laurence
4234,lena,helene
4236,lincoln,link
4237,linda,lynn
4238,linda,melinda
4240,linda,mindy
4242,lloyd,floyd
4243,lloyd,floyd
4245,lou,lewis
4248,mamie,maria
4249,marilyn,mary
4250,marjorie,margy
4251,mary,mitty
4252,mary,demerias
4253,mary,marilyn
4254,mary,demaris
4255,mary,maris
4257,melanie,mellie
4258,melissa,missy
4259,melvin,mel
4261,michael,mike
4262,mickey,michelle
4263,mildred,milly
4267,nell,elaine
4268,nettie,jannett
4269,odell,odo
4271,pamela,pam
4272,patricia,patsy
4273,patricia,pat
4274,patsy,pat
4275,paul,paula
4276,paula,paul
4279,ralph,raphael
4281,randy,dolph
4282,regina,reggie
4283,ricky,ced
4284,ricky,rick
4285,rita,daisy
4286,ronald,ronny
4289,ryan,ry
4291,sandra,alexander
4292,sandra,alexander
4293,sarah,sadie
4296,sharon,sha
4297,sharon,sha
4298,sherry,shirl
4299,shirley,lee
4300,stephanie,stephen
4301,stephanie,steph
4303,susan,susie
4304,tammy,tamarra
4305,tammy,tamarra
4309,timothy,timmy
4310,tracy,theresa
4318,victor,vicki
4319,virginia,virgy
4320,vivian,viv
4321,wendy,gwen
4323,william,willie
4324,william,bell
4325,william,robert
4326,william,willy
4328,angela,angie
4329,barbara,bobbie
4330,gail,abby
4331,robert,billy
4333,william,willy
4335,kathleen,cassie
4336,elaine,lainie
4337,tammy,tamarra
4338,kenneth,ken
4339,eve,lena
4340,michael,mike
4341,thomas,thom
4342,fred,william
4343,penelope,penny
4344,aaron,ron
4345,alice,liz
4346,alice,elsie
4347,austin,augustus
4349,ben,benjamin
4350,bertha,birdie
4351,bessie,liza
4352,bobby,hodge
4354,calvin,vinny
4355,calvin,vin
4356,carol,lynn
4357,carolyn,carrie
4358,carolyn,cassie
4359,cora,corinne
4360,david,davey
4362,elizabeth,eliza
4364,gabriel,gabby
4365,gail,abigail
4366,gerald,gerry
4368,hubert,bert
4369,james,jamie
4370,kathleen,kit
4372,larry,lorry
4373,marjorie,margy
4375,miranda,randy
4378,raymond,ray
4380,roger,hodge
4381,roscoe,ross
4382,russell,russ
4383,ryan,ry
4384,stacy,stacia
4386,theodore,teddy
4387,tina,ernestine
4389,vickie,victoria
4391,thomas,tommy
4392,aaron,erin
4393,barbara,bab
4396,christopher,christina
4398,cynthia,cindy
4401,juanita,nettie
4402,kimberly,kim
4403,linda,mindy
4405,maggie,marge
4406,margie,maggy
4407,mary,minnie
4408,matthew,mathew
4409,ralph,raphael
4411,steven,steve
4413,william,bill
4414,brian,bryant
4415,charles,chuck
4416,jerry,jereme
4417,john,jock
4418,sandra,alexandria
4419,sue,susie
4420,linda,lynn
4421,dorothy,dolly
4422,stuart,stu
4423,lawrence,larry
4424,george,jorge
4425,margaret,peggy
4426,nancy,nanny
4427,teresa,tess
4429,evelyn,evelina
4430,nancy,anne
4431,richard,dick
4434,brenda,brandy
4436,diana,dicey
4440,edward,ned
4441,eloise,louise
4442,gail,abby
4443,heather,hetty
4444,helen,nell
4445,howard,howie
4446,hubert,hub
4448,john,jon
4449,jonathan,john
4451,lisa,mel
4452,mark,marcus
4453,mary,mariah
4454,philip,phil
4456,robert,billy
4458,susan,sukey
4459,terry,tracy
4461,barbara,bobbie
4462,richard,dicky
4464,barbara,bab
4466,eddie,ed
4470,rebecca,beck
4473,tommy,thom
4474,carolyn,lynn
4476,robert,dob
4479,debra,debby
4481,martha,patsy
4482,robert,bill
4483,allen,al
4486,catherine,katarina
4487,daniel,danny
4488,donald,donnie
4489,gregory,greg
4490,kenneth,kenny
4492,tiffany,tiff
4493,ginger,ginny
4494,richard,dick
4495,david,davey
4496,noah,manoah
4499,frances,frankie
4500,betty,liz
4501,bill,wilbur
4502,bill,billy
4503,billy,bell
4505,david,day
4506,edith,edie
4508,frank,franklin
4509,harold,hal
4510,helen,ellie
4511,james,jem
4512,james,jimmy
4513,jessica,jessie
4514,john,ivan
4515,kate,cassie
4516,kathleen,cathy
4517,mack,mc
4519,miranda,mira
4521,patricia,tricia
4522,peggy,margy
4523,samuel,sammy
4524,sheila,cecilia
4526,timothy,timmy
4527,tracy,tessa
4529,willie,bill
4530,gail,nabby
4531,marvin,marv
4532,lauren,laurie
4533,judith,judi
4534,paul,pauline
4535,david,dave
4536,jerry,jereme
4537,sandra,alla
4538,mildred,milly
4540,sarah,sally
4541,billy,bell
4542,herman,dutch
4543,jimmy,jimmie
4544,laura,lawrence
4545,larry,lonny
4546,andrew,andy
4547,catherine,trina
4548,francis,frank
4550,vincent,vinnie
4551,paul,pauline
4552,james,jem
4553,jerry,dina
4554,linda,mindy
4555,regina,reggie
4556,thomas,thom
4558,david,dave
4559,denise,dennis
4560,letitia,lettie
4561,john,jock
4563,sandra,alexandria
4564,sarah,sally
4565,gabrielle,gabe
4566,barbara,bobbie
4567,eddie,ned
4568,nan,anne
4569,mildred,milly
4570,robert,bobby
4571,albert,elbert
4572,susan,suzie
4573,jessica,jessie
4574,paul,polly
4576,richard,dicky
4577,stephen,stephie
4578,gregory,greg
4579,alice,lisa
4580,amanda,mandy
4581,anthony,tony
4583,betty,lizzie
4584,bobby,roger
4586,celeste,celia
4587,charles,carl
4589,clara,clarinda
4594,donald,donnie
4597,ernestine,erna
4598,ezra,ez
4600,harold,henry
4601,helen,lena
4604,james,jem
4605,james,jim
4606,janie,jean
4608,jeffrey,geoffrey
4609,jennifer,jennie
4610,jonathan,johannes
4611,june,jr
4612,kathy,katy
4613,lauren,ren
4615,mandy,randy
4616,mary,mariah
4618,melanie,mellie
4619,mona,ramona
4621,nicholas,nickie
4622,pamela,pam
4623,patricia,tricia
4624,patricia,patsy
4625,pete,peter
4627,randy,dolph
4629,ricky,ced
4630,ronnie,ronna
4631,russell,rusty
4632,sally,sadie
4633,samantha,mantha
4634,sarah,sadie
4635,sharon,sha
4636,shelly,shel
4637,sherry,char
4638,sherry,lee
4639,tiffany,tiffy
4642,tommy,thom
4643,victoria,tory
4644,william,billy
4645,william,fred
4646,william,billy
4647,william,bell
4648,willie,bill
4650,zach,zachariah
4652,joan,joanna
4653,joseph,joe
4655,christopher,christine
4656,deborah,deb
4657,juanita,nita
4658,kathleen,kathy
4659,loretta,lorrie
4662,sandra,alexandria
4663,vincent,vinnie
4664,william,robert
4665,nicholas,claes
4666,patricia,patrick
4667,heather,hetty
4668,james,jem
4669,lawrence,lon
4670,stephanie,steph
4671,thomas,tommy
4672,patricia,tricia
4673,gretchen,margaret
4675,john,johnny
4676,lisa,lib
4678,john,jock
4680,ellen,lena
4681,douglas,doug
4684,joseph,jody
4685,danielle,dani
4686,sarah,sadie
4687,geoffrey,geoff
4688,michael,mick
4691,corey,cordy
4692,robert,fred
4693,karen,carrie
4694,patricia,tricia
4695,alan,al
4696,gerald,gerry
4697,nancy,nana
4699,george,georgia
4700,molly,mercy
4701,ann,kris
4702,charles,chick
4703,david,davey
4704,jeff,jefferey
4705,leslie,les
4707,maria,mamie
4708,cassie,cathleen
4709,amanda,mandy
4710,anna,vannie
4711,bobby,dob
4712,brian,bryan
4713,james,jem
4714,amy,millie
4716,jessica,jessie
4717,lisa,lib
4718,michael,mick
4719,ricky,brody
4720,elizabeth,beth
4721,judy,judie
4722,kenneth,kendrick
4723,mary,mollie
4724,lynn,carrie
4725,allen,al
4727,carolyn,cassie
4731,frank,francis
4732,james,jim
4733,jennifer,jenny
4734,jerry,jereme
4735,kenneth,kenny
4736,lillian,lilly
4738,marietta,polly
4739,nancy,nan
4740,randy,mira
4742,susie,hannah
4743,anthony,tony
4744,barbara,babs
4745,david,davey
4746,linda,lynn
4747,loretta,lorrie
4748,james,jem
4750,rose,rosa
4751,ricky,derrick
4752,edmund,ted
4756,betty,lisa
4758,chris,crystal
4759,cynthia,cindy
4760,dennis,denny
4762,edwin,ed
4764,jennifer,jennie
4765,jim,jamie
4766,john,nathan
4767,josetta,jettie
4768,josh,jos
4769,joshua,jos
4770,kimberly,kimberley
4771,laura,lawrence
4773,sadie,sarah
4775,thomas,tommy
4776,vickie,victoria
4777,michael,micah
4778,teresa,terry
4781,jennifer,jennie
4782,michael,mick
4783,teresa,tessa
4784,adam,edie
4785,adam,ade
4786,alan,al
4787,albert,bert
4788,amy,mel
4789,angela,angie
4790,anne,nanny
4792,austin,augustine
4794,barbara,barby
4796,betty,liza
4797,betty,bess
4798,betty,bessie
4799,billy,will
4801,brandy,brenda
4802,brenda,brandy
4803,brian,bryant
4804,bridget,biddie
4808,carl,charles
4810,carmon,charm
4811,catherine,katy
4812,celia,celeste
4813,christine,christopher
4814,christy,christina
4815,cilla,cicely
4816,clarence,clair
4821,cora,corinne
4823,crystal,crys
4824,curtis,curt
4827,daniel,danny
4828,david,day
4829,deborah,debbie
4830,derrick,rick
4832,dorothy,dotty
4833,douglas,doug
4834,douglas,doug
4836,edna,edny
4837,elizabeth,bessie
4839,eugene,gene
4843,floyd,lloyd
4844,floyd,lloyd
4845,frank,franklind
4846,frank,franklind
4847,franklin,fran
4849,genevieve,eve
4852,gregory,greg
4853,gregory,greg
4855,harold,henry
4858,jack,john
4859,jacob,jay
4860,jacqueline,jackie
4861,james,jem
4862,james,jamie
4863,james,jamie
4864,james,jem
4865,james,jim
4866,jane,jennie
4868,jeff,jeffrey
4873,jerry,jereme
4874,jess,jane
4876,john,jonathan
4877,john,jock
4878,jonathan,johannes
4879,joyce,joy
4880,judy,judie
4881,julia,julie
4882,julie,jule
4883,june,junius
4884,justin,justus
4886,karen,happy
4890,kenneth,ken
4893,lisa,mel
4894,lloyd,floyd
4898,marjorie,margy
4899,mary,mae
4900,mary,marilyn
4902,max,maxine
4903,max,maxine
4905,melinda,lindy
4906,michael,mick
4907,michael,mike
4908,michael,mike
4909,miranda,mandy
4910,miranda,mira
4911,mona,ramona
4913,nancy,ann
4914,nancy,nanny
4915,nathan,nat
4916,nell,nora
4918,nicole,nikki
4921,patricia,tricia
4922,paul,pauline
4924,peggy,margy
4925,philip,phillip
4926,polly,molly
4928,rachel,shelly
4929,rachel,shelly
4932,randy,mira
4933,raymond,ray
4934,raymond,ray
4935,raymond,ray
4936,rebecca,beck
4938,richard,rich
4939,robert,willie
4940,robert,bobby
4941,roger,rod
4942,roger,robby
4943,ronald,ron
4944,ronald,ron
4945,ronald,naldo
4946,ronald,ronny
4947,ronnie,ronald
4948,roscoe,ross
4956,sheldon,shelly
4959,shirley,sherry
4961,sylvester,sly
4962,tammy,tamarra
4963,tammy,tamarra
4967,ted,teddy
4968,teresa,tessa
4969,teresa,theresa
4972,terry,tracy
4973,thomas,tommy
4975,tim,timmy
4976,timothy,tim
4978,tommy,thomas
4983,vanessa,vanna
4985,vernon,laverne
4986,virginia,jane
4987,virginia,ginger
4989,william,bela
4990,william,bell
4991,william,willy
4993,zeb,zebedee
4996,carolyn,carrie
4998,david,davey
4999,deborah,debbie
5000,dennis,denise
5002,jacob,jake
5003,jennifer,jennie
5004,jimmy,james
5007,laura,lawrence
5008,timothy,tim
5009,william,billy
5012,joseph,joey
5013,charles,chick
5014,patricia,tricia
5015,andrew,drew
5017,perry,pelegrine
5021,brian,bryan
5022,brittany,britt
5023,cathy,kit
5024,charles,charlie
5025,charles,carl
5026,david,day
5027,david,davey
5028,elizabeth,eliza
5029,elizabeth,liz
5030,ezra,ez
5031,jeffrey,geoffrey
5032,john,johnny
5034,linda,rosalinda
5035,lisa,liz
5036,melvin,mel
5037,mildred,milly
5038,peter,paddy
5040,tammy,tamarra
5042,william,billy
5043,william,willy
5044,cliff,ford
5045,michelle,mickey
5046,elizabeth,libby
5047,drew,woodrow
5048,ronald,ron
5052,kathleen,katy
5053,thomas,thom
5054,bryan,brian
5055,eric,derrick
5056,annette,anna
5057,barbara,bobbie
5058,betty,bessie
5059,charles,chuck
5061,edna,edny
5063,john,jonathan
5064,kathy,kittie
5066,kenny,kenj
5068,patricia,pat
5069,carrie,carole
5071,christopher,christine
5072,jane,angeline
5073,linda,belinda
5074,michael,mike
5075,anne,anna
5076,james,jem
5077,thomas,thom
5079,danielle,dani
5080,melissa,lissa
5082,brian,bryan
5083,deborah,debra
5084,betty,bessie
5085,brian,bryant
5087,carrie,caroline
5088,david,davey
5089,gwendolyn,wendy
5090,ike,zeke
5091,irene,rena
5094,michael,micah
5095,sherry,char
5097,james,jim
5098,roger,bobby
5100,frank,frankie
5101,donald,dony
5102,judy,judie
5103,sarah,sadie
5105,william,billy
5106,chris,kristine
5107,linda,celinda
5108,james,jim
5109,patsy,tricia
5110,william,billiewilhelm
5111,gail,nabby
5112,andrew,andy
5113,daniel,dan
5114,vicky,tory
5115,tal,crys
5116,mary,molly
5119,henry,hank
5121,patricia,pat
5122,angela,angelina
5124,betty,libby
5125,charles,chuck
5128,james,jem
5129,james,jimmy
5130,jennifer,jennie
5131,jim,jem
5133,joyce,joy
5134,linda,roz
5137,phillip,philip
5138,randy,miranda
5139,ricky,derrick
5140,rodger,roge
5141,roscoe,ross
5144,virginia,jennie
5145,wendy,gwendolyn
5148,amanda,manda
5149,angela,angie
5150,angela,angeline
5154,charles,chick
5155,christy,christiana
5157,connie,constance
5158,crystal,tal
5159,david,day
5160,debbie,deborah
5161,deborah,debby
5162,delores,dee
5163,douglas,doug
5169,jerry,jeremiah
5170,jerry,gerry
5171,john,jon
5172,joshua,josh
5173,kayla,kay
5174,kimberly,kim
5175,kimberly,kimberley
5176,marian,marion
5177,mary,maureen
5178,patricia,trisha
5179,patricia,patty
5180,paul,paula
5181,phillip,phil
5182,phillip,phil
5183,rachel,shelly
5186,ray,raymond
5187,richard,richie
5191,sherry,lotta
5192,steven,steve
5193,stuart,stu
5195,tabitha,tabby
5196,teresa,terry
5199,vernon,laverne
5200,victoria,vicky
5201,wilma,minnie
5202,wilma,willie
5203,eva,evaline
5204,bryant,bryan
5205,mary,may
5206,robert,billy
5207,clara,clarissa
5208,james,jamie
5209,stephen,stephanie
5210,francis,frankie
5211,michael,mike
5212,larry,lonny
5213,susan,hannah
5214,melanie,mellie
5215,thomas,tommy
5216,ian,john
5218,susan,sukey
5219,catherine,kay
5223,sandra,alexander
5224,thomas,thom
5228,suzanne,sue
5229,cynthia,cindy
5230,leonora,nell
5236,amy,millie
5239,woody,elwood
5240,angela,angie
5241,barbara,babs
5242,ben,benjy
5243,benjamin,jamie
5244,charles,carl
5245,charles,carl
5246,christine,tina
5249,doris,dora
5250,douglas,doug
5252,ellen,ella
5253,eva,evaline
5255,georgia,george
5256,hattie,harriet
5257,james,jimmie
5258,james,jimmie
5259,james,jimmy
5260,james,jimmy
5261,james,jamie
5262,juanita,nettie
5265,mark,marcus
5266,marvin,marv
5267,paul,paula
5268,pauline,polly
5270,sandra,alla
5272,scott,scotty
5273,sharon,shay
5275,terry,tessa
5276,wilma,wilhelmina
5277,matthew,mathew
5279,anne,annie
5280,jessica,jessie
5281,jody,joan
5284,phillip,phil
5285,sandra,alexandra
5286,betty,lizzie
5287,larry,lonny
5288,frances,sis
5289,jacob,jaap
5290,joseph,joe
5291,levi,lee
5292,mary,mitzi
5293,nicholas,claas
5294,brenda,brandy
5295,brian,bryan
5296,carrie,carol
5297,charles,chick
5298,cynthia,cintha
5300,denise,dennis
5301,dorothy,dot
5302,elizabeth,lizzie
5303,georgiana,george
5304,harriet,hattie
5305,irene,rena
5306,james,jim
5307,jamie,jem
5310,john,jon
5311,john,jon
5312,joseph,joe
5313,kenneth,ken
5314,madelyn,madie
5315,marjorie,margie
5316,mary,mollie
5317,pamela,pam
5318,pauline,paul
5320,robert,hob
5321,sandra,alexander
5322,sarah,sadie
5323,tommy,thom
5324,bobby,roge
5325,iva,ivy
5326,jennifer,jennie
5327,alice,elsie
5328,charles,charlie
5329,james,jimmie
5331,kenneth,kenny
5333,linda,melinda
5334,gloria,glory
5335,howard,hal
5336,charles,charlie
5338,david,dave
5339,david,day
5345,joseph,jody
5346,juanita,nita
5347,kimberly,kim
5348,linda,mindy
5349,loretta,lorrie
5350,mary,minnie
5351,rebecca,reba
5354,charles,charlie
5355,charles,carl
5356,charlotte,lottie
5357,doug,douglas
5359,henry,harry
5360,james,jem
5361,jennifer,jenny
5362,megan,margo
5363,michael,mike
5364,michelle,mickey
5365,mildred,milly
5367,veronica,ronna
5368,william,fred
5370,timothy,tim
5372,juanita,nettie
5373,max,maxine
5374,karen,karonhappuck
5375,mary,maria
5376,paul,polly
5377,michael,mick
5378,nancy,ann
5380,betty,lib
5381,perry,peregrine
5382,michael,micah
5383,penny,penelope
5384,alicia,elsie
5385,jeannie,jean
5386,anne,nan
5388,jeffrey,geoff
5389,steven,steve
5390,tracy,thirza
5391,calvin,vinny
5392,charles,charlie
5395,stephanie,steph
5397,nancy,anne
5398,robert,willie
5399,deborah,debbie
5400,thomas,tom
5401,lawrence,lorne
5403,fred,wilbur
5405,jo,fina
5406,jennifer,jenny
5407,claire,clare
5412,lisa,liz
5413,steven,steph
5414,jane,jinsy
5415,elizabeth,bessie
5418,roberta,bertie
5420,eddie,eddy
5421,susan,susie
5422,thomas,tom
5423,thomas,tommy
5425,donald,don
5426,jeffrey,geoffrey
5427,lillian,lolly
5428,george,jorge
5429,kendra,kenji
5430,kenneth,kenny
5431,linda,belle
5432,paul,pauline
5433,tammy,tamarra
5434,betty,beth
5435,christina,crissy
5437,darlene,lena
5439,john,johnny
5441,raymond,ray
5442,robert,willie
5443,rose,rosie
5445,eric,ricky
5447,catherine,trina
5448,georgia,george
5450,james,jimmie
5451,jeffrey,jeff
5452,jennifer,jennie
5453,jonathan,johnny
5455,max,maxine
5456,nancy,nana
5457,paul,polly
5459,stephen,steve
5460,terry,tracy
5461,timothy,timmy
5462,tina,kristine
5463,wendy,gwendolyn
5466,pat,pate
5467,tammy,tamarra
5470,thomas,tom
5473,bobby,rob
5474,christopher,chris
5476,cynthia,cindy
5477,danny,sheridan
5481,ed,teddy
5482,florence,flo
5483,gregory,greg
5486,james,jimmie
5487,jennifer,jennie
5488,jerry,gerald
5489,jimmy,jamie
5490,jo,joann
5494,lester,les
5495,linda,mindy
5496,lloyd,floyd
5498,melissa,missy
5500,michael,micky
5503,nicholas,nickie
5504,pamela,pam
5505,patsy,mattie
5507,phillip,phil
5508,rebecca,reba
5510,robert,fred
5511,robert,billy
5512,robert,hobkin
5515,sherry,shirl
5516,shirley,shirl
5517,steven,steve
5519,tessie,tracy
5520,timothy,timmy
5522,dora,issy
5524,ollie,oliver
5526,howard,hal
5527,daniel,dan
5528,janet,jane
5529,jon,john
5531,melissa,missy
5532,peggy,margery
5534,timothy,tim
5535,margaret,margaretta
5539,carolyn,carrie
5542,naomi,omi
5543,herbert,herb
5544,karen,karonhappuck
5545,mary,maureen
5546,rebecca,reba
5548,michael,micky
5550,christine,kris
5553,louis,lewis
5554,nancy,nanny
5555,philip,phil
5556,david,day
5557,frances,frankie
5559,patsy,pate
5560,sheryl,sher
5561,rachel,shelly
5563,barbara,barby
5564,betty,elizabeth
5565,bobbie,babs
5566,clarence,clair
5567,david,day
5568,david,day
5571,james,jem
5573,joe,joey
5574,karen,carrie
5575,kaye,kay
5576,larry,lawrence
5577,laura,lawrence
5578,margaret,peg
5579,margaret,maggy
5580,mark,marcus
5581,matthew,matty
5582,michael,mike
5583,ray,raymond
5584,robert,hobkin
5588,terry,tess
5590,christopher,chris
5591,christopher,christine
5592,dennis,denny
5593,adam,ade
5595,danielle,ellie
5597,andrew,rea
5598,arnold,arnie
5600,clarence,clare
5601,james,jimmy
5604,jessica,jessie
5606,marsha,mary
5607,michael,micky
5608,rachel,shelly
5609,ronald,ronny
5610,sandra,alex
5611,sheila,cecilia
5612,louise,louis
5613,rob,dobbin
5615,jean,jeanette
5616,ralph,raphael
5617,franklin,frank
5618,mary,mariah
5619,james,jimmy
5620,jackie,jack
5622,john,johannes
5623,john,jon
5624,robert,hobkin
5626,christopher,kit
5627,christopher,christine
5628,elizabeth,libby
5629,ernestine,ernie
5630,frances,francie
5632,henry,hank
5633,jennifer,jenny
5634,justin,justina
5637,lucille,lou
5641,roger,hodge
5642,sarah,sadie
5644,brian,bryant
5647,david,davey
5648,james,jimmy
5649,jonathan,john
5650,joseph,joey
5651,linda,rosalinda
5652,margaret,marge
5653,marvin,marv
5654,patricia,pat
5655,ralph,raphael
5657,thomas,tom
5659,casey,k.c.
5660,cathy,kathleen
5661,cindy,rella
5664,gloria,glory
5665,kristen,chris
5666,larry,laurence
5667,randy,randolph
5668,virginia,ginger
5669,cyrus,cy
5670,franklin,frank
5671,patricia,trisha
5672,richard,dickon
5674,alicia,lisa
5676,barbara,babs
